id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
33310,12000, 36 months,13.53,407.4,B,B5,Consumer Sales Director,< 1 year,MORTGAGE,40000.0,Not Verified,Feb-2014,credit_card,Credit card refinancing,20.19,Jan-2003,10,0,7644,84.0,17,f,INDIVIDUAL,0.0,0,"9296 Kevin Lodge Apt. 058
West Scott, NC 05113"
33311,25000, 60 months,17.56,628.87,D,D1,Pepsi Co,2 years,RENT,61600.0,Verified,Jul-2013,debt_consolidation,Debt Consolidation,22.16,Mar-2000,12,0,10833,54.4,37,f,INDIVIDUAL,0.0,0,"294 Gomez Rest Apt. 352
Fryhaven, FL 00813"
33312,19200, 60 months,21.99,530.18,E,E4,tire installer,10+ years,RENT,48000.0,Source Verified,Mar-2014,debt_consolidation,Debt consolidation,13.53,Mar-2005,9,0,2850,55.9,18,f,INDIVIDUAL,0.0,0,"3450 Nancy Camp Suite 791
Lake Kimberlychester, WA 30723"
33313,10200, 36 months,15.31,355.14,C,C4,Lead installer ,5 years,RENT,70000.0,Source Verified,May-2014,major_purchase,Major purchase,19.2,May-2009,7,0,9036,75.9,9,w,INDIVIDUAL,0.0,0,"8779 Perez Centers Suite 751
Anthonyfurt, NV 30723"
33314,28800, 60 months,11.14,628.2,B,B2,American Airlines,7 years,MORTGAGE,175000.0,Source Verified,Jan-2013,home_improvement,Home Improvement Project,7.03,Dec-2000,14,0,11349,21.4,36,f,INDIVIDUAL,2.0,0,"612 Vazquez Terrace
Fisherport, PA 48052"
33315,3900, 36 months,13.65,132.64,C,C1,Quality Engineer,3 years,MORTGAGE,91860.0,Not Verified,Apr-2014,medical,Medical expenses,13.81,Dec-1995,9,0,11790,38.3,30,w,INDIVIDUAL,2.0,0,"90738 Kelly Cove
Sandersfurt, KS 48052"
33316,16000, 36 months,15.61,559.44,C,C5,Property manager,7 years,OWN,113000.0,Source Verified,Mar-2014,debt_consolidation,Debt consolidation,8.22,Feb-1991,3,1,7742,97.0,8,w,INDIVIDUAL,1.0,0,"0930 Angela Fork
East Michaelmouth, ND 05113"
33317,28600, 60 months,22.06,790.88,F,F4,Walgreens,10+ years,MORTGAGE,60984.0,Verified,Sep-2011,credit_card,Credit Cards,12.83,Apr-1995,9,0,11831,51.9,15,f,INDIVIDUAL,,0,"USCGC Schmidt
FPO AP 22690"
33318,6000, 36 months,18.99,219.91,E,E1,DIRECTOR OF OPERATIONS,10+ years,MORTGAGE,164000.0,Not Verified,Jun-2014,home_improvement,Home improvement,4.61,May-1991,16,0,14322,87.9,44,f,INDIVIDUAL,4.0,0,"56938 Ellis Cape Apt. 591
North Carolstad, FL 29597"
33319,7850, 36 months,15.61,274.48,D,D1,Billing Clerk,2 years,MORTGAGE,33000.0,Not Verified,Oct-2014,debt_consolidation,Debt consolidation,25.75,Sep-2001,13,0,10183,65.7,31,w,INDIVIDUAL,2.0,0,"247 Powell Rue Apt. 749
Lake Brendamouth, TX 48052"
33320,6400, 36 months,6.03,194.79,A,A1,BOO!,10+ years,MORTGAGE,120000.0,Source Verified,Jan-2012,renewable_energy,Solar,8.34,Nov-1993,6,0,10858,48.9,13,f,INDIVIDUAL,,0,"73039 Lori Isle Apt. 643
Port Richard, UT 00813"
33321,7550, 36 months,14.09,258.38,B,B5,word processing services,8 years,RENT,28000.0,Verified,Jun-2013,debt_consolidation,debt consol.,32.01,Dec-2005,13,0,7776,32.9,17,f,INDIVIDUAL,0.0,0,"8823 Douglas Views
Lake Alyssamouth, AZ 22690"
33322,15275, 36 months,11.99,507.28,B,B3,BAGGAGE COORDINATION CENTER AGENT,5 years,RENT,46000.0,Verified,Dec-2013,debt_consolidation,DEBT CONSOLIDATION,21.57,Jun-2003,10,0,6280,72.2,34,f,INDIVIDUAL,0.0,0,"USNS Parsons
FPO AA 29597"
33323,19200, 60 months,8.18,390.97,B,B1,Programmer/Analyst,10+ years,MORTGAGE,89000.0,Not Verified,May-2015,credit_card,Credit card refinancing,23.09,Oct-1990,17,0,55838,71.0,30,w,INDIVIDUAL,3.0,0,"086 Smith Station
Sullivanfort, MI 22690"
33324,8400, 36 months,9.63,269.59,B,B1,T. Rowe Price,9 years,MORTGAGE,125000.0,Verified,Apr-2011,home_improvement,Colleen - Pool,7.99,Sep-1998,11,3,9613,32.9,16,f,INDIVIDUAL,,0,"07769 Berg Drive
Port Annamouth, CT 00813"
33325,5000, 36 months,7.89,156.43,A,A5,pastor,10+ years,MORTGAGE,60000.0,Not Verified,Mar-2015,home_improvement,Home improvement,14.46,Jul-2003,8,1,6942,75.5,31,w,INDIVIDUAL,1.0,1,"763 Linda Trafficway Apt. 838
Brownstad, SC 48052"
33326,7225, 36 months,15.61,252.63,D,D1,Waitress,4 years,RENT,55000.0,Not Verified,Jun-2015,moving,Moving and relocation,17.69,Apr-2007,26,0,5505,79.8,45,f,INDIVIDUAL,0.0,0,"799 Peterson Parks Suite 984
Brianfurt, RI 48052"
33327,7200, 60 months,15.99,175.06,D,D2,Structure Tone,< 1 year,MORTGAGE,83000.0,Source Verified,May-2011,home_improvement,personal,7.42,Nov-1998,7,0,26136,77.6,27,f,INDIVIDUAL,,0,"1237 Bianca Lights Apt. 318
Michelleberg, OK 30723"
33328,20000, 36 months,15.8,701.17,C,C3,Adams and Reese,5 years,MORTGAGE,51000.0,Verified,Jun-2013,debt_consolidation,Freshstart,17.58,Aug-2002,10,0,18637,68.3,13,w,INDIVIDUAL,1.0,0,"8911 Nichols Squares Suite 337
Port Jeffreyberg, ID 22690"
33329,8000, 36 months,12.85,268.98,B,B4,Senior Design Engineer,8 years,MORTGAGE,83000.0,Source Verified,Dec-2013,debt_consolidation,Debt consolidation,23.6,Mar-2005,10,0,21390,88.0,16,f,INDIVIDUAL,2.0,0,"0137 David Neck
West Cynthiastad, NM 86630"
33330,25000, 60 months,19.52,655.69,D,D4,Riverside Unified School District,10+ years,MORTGAGE,130000.0,Verified,Jul-2013,debt_consolidation,Lending Club Loan,1.03,Nov-1989,9,1,4630,22.8,19,f,INDIVIDUAL,3.0,1,"6185 Kayla Mill Suite 267
Joneshaven, CT 29597"
33331,15400, 36 months,16.24,543.25,C,C5,Driver Safety Hearing Officer ,10+ years,RENT,52875.0,Verified,Feb-2014,debt_consolidation,Debt consolidation,12.26,Sep-1982,4,1,3472,93.8,34,f,INDIVIDUAL,4.0,1,"00582 Bennett Turnpike
South Leslie, OH 05113"
33332,1500, 36 months,22.9,57.99,E,E4,Transportation Security Officer,1 year,MORTGAGE,40000.0,Verified,Jan-2014,other,Other,32.43,Apr-1999,6,1,3482,67.0,10,f,INDIVIDUAL,0.0,1,"1629 Sims Shore
Richardberg, VA 29597"
33333,4800, 36 months,8.6,151.75,A,A4,buyer,3 years,MORTGAGE,56400.0,Not Verified,Oct-2013,credit_card,card loan,10.53,Feb-2002,11,0,6281,12.4,33,w,INDIVIDUAL,3.0,0,"82196 Watts Wall Suite 063
New Ryanstad, CT 48052"
33334,24000, 60 months,16.99,596.34,D,D1,SALES ASSOCIATE CLERK,10+ years,MORTGAGE,60000.0,Source Verified,Jan-2014,debt_consolidation,Debt consolidation,20.1,Dec-1993,15,1,15043,40.4,48,w,INDIVIDUAL,4.0,0,"384 Green Lights
Mejiabury, LA 00813"
33335,14000, 36 months,9.67,449.58,B,B1,manager,2 years,MORTGAGE,68000.0,Verified,Jan-2014,debt_consolidation,Debt consolidation,15.48,Jun-1990,12,0,18511,43.6,28,f,INDIVIDUAL,0.0,0,"219 Kyle Views Suite 605
Ashleyburgh, UT 00813"
33336,12000, 36 months,12.29,400.24,C,C1,Physician,< 1 year,MORTGAGE,250000.0,Verified,Oct-2015,moving,Moving and relocation,23.51,Jan-2002,23,0,20941,51.5,55,w,INDIVIDUAL,2.0,0,"06045 Martinez Rue
South Rachel, WI 29597"
33337,24000, 36 months,14.09,821.32,B,B5,Therapists Unlimited,1 year,RENT,80000.0,Source Verified,Apr-2013,debt_consolidation,Debt Consolidation,28.25,Mar-2002,15,0,16266,73.3,36,w,INDIVIDUAL,0.0,0,"7276 Lindsay Port
Matthewland, NY 48052"
33338,1550, 36 months,23.7,60.57,F,F1,Financial Analyst,< 1 year,OWN,65000.0,Not Verified,Jan-2014,other,Other,0.0,Nov-2006,2,0,0,0.0,11,f,INDIVIDUAL,0.0,0,"5118 Jason Cliffs
Smithshire, VA 22690"
33339,20000, 36 months,12.99,673.79,B,B4,Assistant Director Transportation,1 year,MORTGAGE,78000.0,Verified,Nov-2013,debt_consolidation,LendingClub,20.69,Jul-2002,11,0,27594,75.2,26,f,INDIVIDUAL,6.0,0,"USCGC Warren
FPO AA 48052"
33340,13600, 36 months,6.03,413.93,A,A1,sr. graphic designer,7 years,MORTGAGE,65000.0,Not Verified,Dec-2013,debt_consolidation,debt consolidation,24.57,May-2002,11,0,13919,21.9,61,w,INDIVIDUAL,4.0,0,"446 Daniel Rest Apt. 216
Lake Brianville, KY 48052"
33341,25000, 60 months,13.06,569.6,C,C2,Granite Construction Inc,5 years,MORTGAGE,175000.0,Verified,Mar-2011,debt_consolidation,consolidation,12.53,Jul-1991,18,0,15454,41.1,55,f,INDIVIDUAL,,0,"7768 Johnson Keys Apt. 908
Murphyville, CA 48052"
33342,35000, 36 months,18.55,1275.02,D,D4,UBS Financial Services,2 years,RENT,245000.0,Source Verified,May-2012,major_purchase,Bonus pre pay,12.17,Jan-1994,8,0,131,1.5,45,f,INDIVIDUAL,2.0,0,"09115 Weeks Station Suite 523
Samanthabury, MO 29597"
33343,23800, 60 months,15.59,573.6,D,D1,Senior Claims Adjuster,10+ years,MORTGAGE,69139.0,Source Verified,Nov-2014,debt_consolidation,Debt consolidation,21.52,Aug-2003,9,0,16988,89.4,18,w,INDIVIDUAL,7.0,0,"304 Trevino Locks
New Matthew, AR 30723"
33344,4500, 36 months,11.99,149.45,B,B3,Manager,5 years,MORTGAGE,46000.0,Not Verified,Dec-2013,debt_consolidation,Consolidation Loan,13.75,Jun-2002,10,0,7584,29.2,20,f,INDIVIDUAL,3.0,0,"712 Cynthia Underpass
Kimberlyton, OK 11650"
33345,5600, 36 months,6.89,172.64,A,A3,dept mrg,10+ years,MORTGAGE,39000.0,Verified,Oct-2015,other,Other,24.22,Dec-1986,21,0,2894,6.6,51,w,INDIVIDUAL,0.0,0,"99249 Karen Island Apt. 057
Jenniferton, WA 70466"
33346,15000, 36 months,11.53,494.86,B,B5,pharmacist,10+ years,MORTGAGE,150000.0,Source Verified,May-2015,debt_consolidation,Debt consolidation,11.12,Jan-1999,9,0,7301,40.8,21,w,INDIVIDUAL,4.0,0,"4558 Wesley Row
West Tylerfort, SD 70466"
33347,25000, 60 months,14.46,587.69,C,C4,Regional Manager,10+ years,OWN,80000.0,Not Verified,Apr-2016,debt_consolidation,Debt consolidation,22.56,Feb-2002,16,0,22021,20.3,26,w,INDIVIDUAL,0.0,0,"412 Lauren Curve
South William, KY 86630"
33348,35000, 60 months,22.4,974.64,E,E3,Dir of Ops,2 years,RENT,110000.0,Source Verified,Nov-2013,debt_consolidation,Consolidation,14.66,Aug-1992,4,0,37330,94.5,26,f,INDIVIDUAL,2.0,0,"42233 Duran Well
West Thomaschester, KS 48052"
33349,35000, 36 months,10.99,1145.69,B,B2,President,10+ years,MORTGAGE,224000.0,Verified,Dec-2013,debt_consolidation,Debt consolidation,7.29,Sep-1981,16,0,19684,21.4,30,w,INDIVIDUAL,1.0,0,"025 Wade Street
Sanchezhaven, OR 22690"
33350,25000, 60 months,19.99,662.21,E,E4,real estate,4 years,RENT,80000.0,Source Verified,Dec-2015,debt_consolidation,Debt consolidation,21.05,Mar-1994,13,0,8928,70.3,48,w,INDIVIDUAL,0.0,0,"872 Kennedy Extension
Chelseaburgh, TN 48052"
33351,25000, 60 months,14.99,594.62,C,C5,Nurse,7 years,MORTGAGE,52000.0,Source Verified,Jan-2015,debt_consolidation,Debt consolidation,26.77,Jul-2001,16,0,35085,78.8,21,w,INDIVIDUAL,0.0,0,"50034 Thomas Rapids
Markstad, OH 93700"
33352,18200, 36 months,19.2,668.99,D,D3,Office Manager,1 year,MORTGAGE,52000.0,Source Verified,Nov-2013,credit_card,Credit card refinancing,25.09,Jan-1995,15,0,17941,34.8,19,f,INDIVIDUAL,2.0,0,"PSC 6378, Box 0598
APO AA 22690"
33353,5600, 36 months,13.99,191.37,C,C4,Plant manager,< 1 year,MORTGAGE,65000.0,Not Verified,Apr-2015,debt_consolidation,Debt consolidation,14.7,Jul-1999,13,0,19613,51.6,27,f,INDIVIDUAL,1.0,0,"853 Johnson Vista Suite 714
West Mark, FL 05113"
33354,19000, 60 months,14.16,443.68,C,C2,NURSING SUPERVISOR,10+ years,MORTGAGE,90000.0,Verified,Mar-2014,debt_consolidation,Debt consolidation,24.0,Nov-1999,16,0,14363,38.1,32,f,INDIVIDUAL,5.0,0,"319 Douglas Park Apt. 500
South Christine, MS 48052"
33355,10000, 60 months,17.1,249.07,C,C5,District Manager,8 years,RENT,86808.0,Source Verified,Nov-2013,debt_consolidation,Debt consolidation,17.8,Aug-1994,9,1,5106,96.3,23,f,INDIVIDUAL,0.0,1,"925 Jason Bypass Apt. 428
Ramirezborough, RI 22690"
33356,10000, 36 months,7.26,309.97,A,A4,,,MORTGAGE,54000.0,Source Verified,Dec-2015,debt_consolidation,Debt consolidation,4.87,Feb-1994,15,0,6051,33.2,45,w,INDIVIDUAL,5.0,0,"5438 Li Park Suite 166
Stacybury, IL 22690"
33357,4800, 36 months,15.61,167.84,C,C5,Head Chef,3 years,RENT,50000.0,Source Verified,Apr-2014,debt_consolidation,Debt consolidation,8.62,Dec-2004,5,0,10533,91.6,8,w,INDIVIDUAL,0.0,0,"73562 Jones Lake Apt. 986
Grossstad, KY 05113"
33358,5000, 36 months,9.49,160.15,B,B2,Client Sales Representative,< 1 year,RENT,40000.0,Not Verified,Dec-2014,debt_consolidation,Debt consolidation,12.33,Nov-2004,12,0,4978,55.3,17,f,INDIVIDUAL,0.0,0,"53443 Michael Road
West Samuel, KS 22690"
33359,3000, 36 months,23.7,117.23,F,F1,Secretary ,1 year,RENT,29000.0,Not Verified,Jan-2014,other,Other,25.33,Jan-2002,11,0,11765,75.9,17,f,INDIVIDUAL,0.0,0,"39259 Christina Oval
Daltonville, WI 70466"
33360,16000, 36 months,16.45,566.04,E,E1,United Healthcare,10+ years,RENT,51000.0,Verified,Feb-2010,debt_consolidation,A new life,17.48,Apr-1999,8,0,14023,77.0,9,f,INDIVIDUAL,,0,"USCGC Franco
FPO AP 00813"
33361,29700, 36 months,7.49,923.72,A,A4,Consultant,< 1 year,MORTGAGE,120000.0,Verified,Feb-2015,debt_consolidation,Debt consolidation,25.84,Sep-2001,15,0,44790,41.1,32,w,INDIVIDUAL,2.0,0,"8025 Kelly Parkways Suite 890
Kimberlyport, DE 48052"
33362,15000, 60 months,12.99,341.22,C,C1,"RN, BSN",1 year,MORTGAGE,65000.0,Not Verified,Oct-2014,debt_consolidation,Debt consolidation,26.02,Dec-1988,23,0,10173,36.1,47,w,INDIVIDUAL,1.0,0,"450 John Junction Suite 725
Wadetown, NJ 30723"
33363,7125, 36 months,9.99,229.88,B,B1,"Cupertino Electric, Inc",4 years,MORTGAGE,75000.0,Verified,Sep-2011,credit_card,CardRefi,9.68,Jun-2002,7,0,13566,52.4,14,f,INDIVIDUAL,,0,"5713 Tran Points
Brownbury, NY 70466"
33364,3000, 36 months,11.14,98.42,B,B2,bon ton   or  herbergers,6 years,MORTGAGE,100000.0,Not Verified,Jan-2013,debt_consolidation,my debt loan,6.74,Oct-2000,7,0,10667,63.5,31,f,INDIVIDUAL,7.0,0,"5272 Mccoy Crescent Suite 011
Port Raymond, MO 29597"
33365,30000, 60 months,13.18,685.36,C,C3,fireman,10+ years,RENT,95000.0,Source Verified,Nov-2015,debt_consolidation,Debt consolidation,12.29,Feb-2002,12,1,10608,62.4,36,w,INDIVIDUAL,5.0,0,"89826 Jones Mall Suite 797
Port Elizabethchester, KS 00813"
33366,4500, 36 months,12.35,150.22,B,B4,Gervasi Vineyard,3 years,MORTGAGE,35000.0,Verified,Jul-2013,debt_consolidation,consolidation,22.87,Apr-1987,10,1,25144,47.9,22,w,INDIVIDUAL,3.0,1,"59650 Smith Hill
South Juan, NY 29597"
33367,12000, 60 months,10.99,260.85,B,B3,Valley View Casino and Hotel,9 years,MORTGAGE,115000.0,Verified,Jun-2011,home_improvement,Home Improvement Loan,9.73,Jul-1988,10,0,2159,11.4,17,f,INDIVIDUAL,,0,"10901 Anthony Lodge Suite 095
North Brittneystad, TN 30723"
33368,7000, 36 months,8.9,222.28,A,A5,US Navy,10+ years,MORTGAGE,102000.0,Not Verified,Sep-2012,debt_consolidation,Consolidate1,24.26,Dec-1993,12,0,85143,80.6,24,f,INDIVIDUAL,3.0,0,"277 Jesus Turnpike
North Nicoleburgh, NY 05113"
33369,6500, 36 months,8.39,204.86,B,B1,Teacher,9 years,RENT,65000.0,Source Verified,Apr-2016,credit_card,Credit card refinancing,7.13,Jan-2000,5,0,4328,29.2,19,f,INDIVIDUAL,0.0,0,"7237 Donald Road Apt. 161
Lake Toddhaven, PA 22690"
33370,24000, 60 months,19.69,631.73,E,E5,Fannie Mae,1 year,MORTGAGE,82000.0,Verified,Jul-2011,debt_consolidation,Credit Card debt,23.68,May-1999,10,0,25212,92.0,25,f,INDIVIDUAL,,0,"545 Joseph Forges
Williamsonberg, OH 05113"
33371,15000, 36 months,6.03,456.54,A,A1,Pharmacist,10+ years,MORTGAGE,135000.0,Not Verified,Jul-2014,credit_card,Credit card refinancing,15.46,Oct-1996,14,0,30536,50.0,33,w,INDIVIDUAL,2.0,0,"9089 Irwin Stream
Lake Rachel, AL 22690"
33372,20000, 60 months,14.46,470.15,C,C4,Scheduler,3 years,MORTGAGE,55000.0,Not Verified,Feb-2016,debt_consolidation,Debt consolidation,15.58,Jan-2005,18,0,19916,43.8,28,w,INDIVIDUAL,2.0,0,"37911 Nathaniel Centers
Leslieborough, AK 29597"
33373,20000, 36 months,9.49,640.57,B,B2,District Manager,10+ years,MORTGAGE,60000.0,Source Verified,Jan-2015,debt_consolidation,Debt consolidation,25.02,Oct-1989,12,1,8552,35.5,21,w,INDIVIDUAL,1.0,0,"78603 Ferrell River Apt. 386
North Michael, NE 70466"
33374,11500, 36 months,9.71,369.51,B,B1,Military,10+ years,MORTGAGE,62000.0,Source Verified,Jul-2013,debt_consolidation,Debt consolidation,27.99,Mar-1997,16,0,28416,43.9,42,f,INDIVIDUAL,2.0,0,"936 Vasquez Route Apt. 322
Singletonmouth, NE 22690"
33375,12400, 60 months,21.99,342.41,F,F1,Sanitizer Tech/Route tECH,7 years,MORTGAGE,31000.0,Verified,Oct-2015,debt_consolidation,Debt consolidation,20.46,Apr-2009,8,1,5164,32.1,15,w,INDIVIDUAL,1.0,0,"022 Murphy Freeway
Lake Hollyfurt, KY 22690"
33376,5000, 36 months,10.49,162.49,B,B3,Account Manager,8 years,MORTGAGE,50000.0,Not Verified,Nov-2014,credit_card,Credit card refinancing,27.63,Apr-2005,20,3,8651,39.9,41,w,INDIVIDUAL,3.0,0,"823 Randy Throughway Apt. 752
Traviston, IL 11650"
33377,28000, 36 months,11.14,918.55,B,B2,Imagewox,10+ years,MORTGAGE,105000.0,Verified,Jul-2013,home_improvement,No More Banks,10.55,Jun-1998,11,0,32400,70.0,23,f,INDIVIDUAL,5.0,0,"551 George Pike Apt. 201
Lake Tina, WI 30723"
33378,35000, 60 months,9.99,743.48,B,B3,Senior Investment Professional,5 years,RENT,164000.0,Source Verified,Aug-2015,debt_consolidation,Debt consolidation,10.37,Aug-2007,14,0,3997,11.3,20,w,INDIVIDUAL,1.0,0,"50269 Thornton Lodge
Stephanieberg, OR 22690"
33379,8375, 36 months,18.25,303.83,D,D3,Account Manager ,10+ years,MORTGAGE,57500.0,Verified,Mar-2016,debt_consolidation,Debt consolidation,41.47,Jan-1994,25,0,63781,89.8,41,w,DIRECT_PAY,5.0,0,"PSC 8652, Box 0405
APO AA 48052"
33380,23000, 36 months,13.35,778.85,C,C2,Assistant Vice President,2 years,RENT,79600.0,Verified,May-2014,debt_consolidation,Debt consolidation,27.35,Aug-1993,10,0,30869,84.8,20,f,INDIVIDUAL,0.0,0,"847 Smith Tunnel
Wangbury, NE 00813"
33381,7375, 36 months,14.65,254.4,C,C5,Manager,10+ years,MORTGAGE,40000.0,Source Verified,Oct-2015,home_improvement,Home improvement,25.41,Mar-2004,12,0,3466,13.1,31,w,INDIVIDUAL,3.0,0,"70678 Vicki Lights Suite 386
Jamesport, KS 00813"
33382,35000, 36 months,13.66,1190.45,C,C3,National Sales Manager,2 years,OWN,115000.0,Verified,Nov-2014,debt_consolidation,Debt consolidation,21.22,Oct-2003,15,0,26680,38.5,18,f,INDIVIDUAL,2.0,0,"68522 Lonnie Lodge Apt. 732
Carterhaven, WI 86630"
33383,21000, 36 months,6.97,648.14,A,A3,Systems Analyst,9 years,OWN,52000.0,Source Verified,Mar-2016,major_purchase,Major purchase,15.32,Sep-2003,5,0,6942,30.9,21,w,INDIVIDUAL,3.0,0,"16186 Cruz Viaduct Suite 209
Bryanland, OR 30723"
33384,5000, 36 months,10.64,162.85,B,B2,Foster Web Marketing,5 years,RENT,30000.0,Not Verified,Jul-2013,major_purchase,Wedding Loan,27.2,Jul-2000,9,0,13113,54.0,20,f,INDIVIDUAL,0.0,0,"PSC 6069, Box 0501
APO AP 00813"
33385,25000, 60 months,19.48,655.14,E,E2,Customer field rep,10+ years,RENT,65000.0,Source Verified,Jan-2016,other,Other,14.94,May-2008,3,0,1585,79.2,10,w,INDIVIDUAL,0.0,0,"7348 Robert Run
West Bradleyville, RI 00813"
33386,12000, 60 months,10.99,260.85,B,B3,Medical assistsnt,10+ years,RENT,35000.0,Source Verified,May-2014,debt_consolidation,Debt consolidation,18.55,Nov-1996,12,0,2184,11.2,41,w,INDIVIDUAL,0.0,0,"8959 Hanson Drive
Port Felicia, AR 48052"
33387,25000, 36 months,7.51,777.78,A,A3,McGuire AFB,9 years,RENT,55000.0,Verified,Feb-2012,debt_consolidation,Payoff Credit Cards,16.38,Aug-1982,16,0,31233,25.9,33,f,INDIVIDUAL,,0,"08023 James Creek Suite 372
West Bruce, IL 30723"
33388,35000, 36 months,12.79,1175.76,C,C1,Sales Operations / Underwriting Manager,10+ years,RENT,130000.0,Source Verified,Jun-2016,debt_consolidation,Debt consolidation,16.9,Aug-1993,9,0,35463,84.4,24,w,INDIVIDUAL,2.0,0,"9209 Hughes Spur
Katiefort, ID 11650"
33389,15000, 36 months,8.19,471.37,A,A5,Vice President,9 years,MORTGAGE,125000.0,Verified,Jan-2015,debt_consolidation,Debt consolidation,14.45,Apr-1998,18,0,12813,27.3,35,f,INDIVIDUAL,1.0,0,"492 Wanda Club
East Sarahberg, IL 22690"
33390,9600, 36 months,9.67,308.28,B,B1,manager,6 years,OWN,40800.0,Verified,Dec-2013,credit_card,Credit card refinancing,18.15,Jun-2007,14,0,7673,24.6,23,f,INDIVIDUAL,1.0,0,"1729 Jonathan Key
Maryberg, NH 00813"
33391,10725, 36 months,14.98,371.69,C,C3,foreman,10+ years,OWN,48000.0,Not Verified,Jan-2014,debt_consolidation,Debt consolidation,23.15,Aug-2005,10,0,8880,48.0,24,w,INDIVIDUAL,0.0,0,"91733 Bishop Track Apt. 515
Heatherland, IN 30723"
33392,6850, 36 months,21.67,260.44,E,E5,mat prep oper,10+ years,RENT,60000.0,Source Verified,Feb-2015,debt_consolidation,Debt consolidation,19.24,May-1984,7,0,1015,19.9,32,f,INDIVIDUAL,3.0,0,"3878 Reed Locks
Lake Nicholasborough, NM 48052"
33393,12000, 36 months,14.09,410.66,B,B5,Bank of America,4 years,MORTGAGE,62000.0,Verified,May-2013,debt_consolidation,Debt consolidation,21.89,Jan-1998,13,1,12679,58.0,35,w,INDIVIDUAL,2.0,1,"72606 Johnny Shoal
South Jennifer, NC 22690"
33394,6000, 36 months,12.12,199.63,B,B3,noble nail,3 years,RENT,52000.0,Not Verified,Sep-2012,credit_card,Credit card refinancing,7.06,Dec-2002,6,0,12553,77.5,10,f,INDIVIDUAL,0.0,0,"68373 Warner Turnpike Suite 927
South Luis, SD 22690"
33395,20000, 60 months,12.49,449.86,B,B5,Systems Engineer,3 years,MORTGAGE,90000.0,Source Verified,Oct-2014,debt_consolidation,Debt consolidation,6.11,Feb-1991,9,0,8878,63.4,27,f,INDIVIDUAL,6.0,0,"PSC 0728, Box 3917
APO AE 05113"
33396,10000, 36 months,17.77,360.38,D,D1,,,MORTGAGE,78000.0,Verified,May-2013,debt_consolidation,Debt consolidation,28.65,Oct-2000,19,0,25029,79.2,35,w,INDIVIDUAL,2.0,0,"2397 Villanueva Club
West Candaceview, FL 11650"
33397,11700, 36 months,12.12,389.28,B,B3,At your Service,< 1 year,RENT,35000.0,Not Verified,Sep-2012,debt_consolidation,Loan to pay off high interest rates,20.91,Apr-2005,9,0,14115,64.2,13,f,INDIVIDUAL,0.0,0,"4277 Lawson Tunnel
Taylorfurt, NV 93700"
33398,18825, 36 months,19.05,690.53,D,D4,parkchester south condomnium,10+ years,RENT,43000.0,Verified,Apr-2013,credit_card,Credit card refinancing,18.67,Oct-2001,19,0,16288,67.9,39,f,INDIVIDUAL,0.0,0,"07824 Jessica Curve Apt. 735
Port William, CT 29597"
33399,24575, 60 months,21.6,673.16,E,E3,,,MORTGAGE,57000.0,Verified,Aug-2013,debt_consolidation,Consolidation,18.77,Oct-1984,16,0,21268,80.0,29,f,INDIVIDUAL,2.0,0,"81717 Charles Mountains
Kevinview, MI 22690"
33400,8150, 36 months,19.99,302.85,E,E1,Warehouse,10+ years,RENT,34000.0,Source Verified,Feb-2014,debt_consolidation,Debt consolidation,32.62,Jun-2003,10,1,3120,66.4,37,w,INDIVIDUAL,0.0,1,"591 Stewart Roads
Trujillostad, MO 05113"
33401,28000, 60 months,10.99,608.65,B,B4,Sales Director ACPS Division,4 years,MORTGAGE,132800.0,Not Verified,Oct-2015,debt_consolidation,Debt consolidation,9.45,Jul-1987,13,1,29797,60.2,32,w,INDIVIDUAL,2.0,0,"19247 Phillip River
Adamside, NE 29597"
33402,12000, 60 months,20.99,324.58,E,E5,Sr Customer Service Rep,9 years,MORTGAGE,30000.0,Source Verified,Jul-2015,debt_consolidation,Debt consolidation,6.12,Nov-2005,14,0,2658,56.6,18,w,INDIVIDUAL,1.0,0,"03552 Calvin Gateway
Evansshire, AK 48052"
33403,21000, 60 months,15.31,503.02,C,C4,Registered Nurse,5 years,MORTGAGE,127000.0,Verified,Apr-2014,debt_consolidation,Debt consolidation,30.36,Jan-1989,16,0,48159,70.7,45,w,INDIVIDUAL,3.0,0,"229 Jessica Hill
Millerview, HI 48052"
33404,6000, 36 months,16.29,211.81,C,C4,State of Pennsylvania,1 year,RENT,45000.0,Not Verified,Jan-2013,debt_consolidation,Debt Consolidation,26.17,Nov-1983,19,0,8745,56.8,30,f,INDIVIDUAL,0.0,0,"42464 Patricia Viaduct
Loganstad, GA 22690"
33405,12000, 36 months,6.03,365.23,A,A1,Registered nurse,2 years,MORTGAGE,80000.0,Not Verified,Mar-2014,credit_card,Credit card refinancing,20.69,Apr-2003,21,0,10896,62.3,29,w,INDIVIDUAL,1.0,0,"56489 David Mill Apt. 829
South Sergio, VA 30723"
